Plot A week 4,Time,Celsius(°C),Humidity(%rh),Dew Point(°C),Comments,Serial Number
1,2025-03-18 10:25:41,19.0,54.0,9.5,,065051776
2,2025-03-18 10:55:41,23.5,42.0,9.9,
3,2025-03-18 11:25:41,18.0,55.0,8.8,
4,2025-03-18 11:55:41,18.5,51.5,8.3,
5,2025-03-18 12:25:41,18.5,52.0,8.5,
6,2025-03-18 12:55:41,19.5,48.0,8.2,
7,2025-03-18 13:25:41,20.0,46.0,8.0,
8,2025-03-18 13:55:41,19.5,38.0,4.8,
9,2025-03-18 14:25:41,20.5,38.0,5.7,
10,2025-03-18 14:55:41,20.5,39.0,6.1,
11,2025-03-18 15:25:41,21.5,34.5,5.2,
12,2025-03-18 15:55:41,18.0,41.0,4.6,
13,2025-03-18 16:25:41,20.0,42.0,6.7,
14,2025-03-18 16:55:41,19.5,37.0,4.4,
15,2025-03-18 17:25:41,19.0,36.0,3.6,
16,2025-03-18 17:55:41,17.5,38.5,3.2,
17,2025-03-18 18:25:41,15.0,40.0,1.5,
18,2025-03-18 18:55:41,12.5,51.0,2.7,
19,2025-03-18 19:25:41,9.0,63.0,2.3,
20,2025-03-18 19:55:41,7.0,75.0,2.9,
21,2025-03-18 20:25:41,6.5,78.5,3.0,
22,2025-03-18 20:55:41,6.0,81.0,3.0,
23,2025-03-18 21:25:41,5.0,83.5,2.4,
24,2025-03-18 21:55:41,4.5,86.0,2.4,
25,2025-03-18 22:25:41,4.0,90.0,2.5,
26,2025-03-18 22:55:41,4.0,91.5,2.7,
27,2025-03-18 23:25:41,3.5,92.0,2.3,
28,2025-03-18 23:55:41,3.5,90.5,2.1,
29,2025-03-19 00:25:41,3.0,92.0,1.8,
30,2025-03-19 00:55:41,3.5,89.0,1.9,
31,2025-03-19 01:25:41,3.5,88.0,1.7,
32,2025-03-19 01:55:41,3.0,88.5,1.3,
33,2025-03-19 02:25:41,4.0,86.0,1.9,
34,2025-03-19 02:55:41,3.5,87.5,1.6,
35,2025-03-19 03:25:41,3.5,85.5,1.3,
36,2025-03-19 03:55:41,2.5,87.5,0.6,
37,2025-03-19 04:25:41,2.5,89.0,0.9,
38,2025-03-19 04:55:41,1.5,91.5,0.3,
39,2025-03-19 05:25:41,2.0,90.5,0.6,
40,2025-03-19 05:55:41,2.5,90.0,1.0,
41,2025-03-19 06:25:41,2.5,88.5,0.8,
42,2025-03-19 06:55:41,2.0,87.0,0.1,
43,2025-03-19 07:25:41,2.5,86.0,0.4,
44,2025-03-19 07:55:41,3.0,88.5,1.3,
45,2025-03-19 08:25:41,4.0,85.5,1.8,
46,2025-03-19 08:55:41,12.0,64.5,5.5,
47,2025-03-19 09:25:41,12.0,64.5,5.5,
48,2025-03-19 09:55:41,14.0,61.0,6.6,
49,2025-03-19 10:25:41,15.0,52.0,5.2,
50,2025-03-19 10:55:41,16.5,52.0,6.6,
51,2025-03-19 11:25:41,17.5,50.5,7.1,
52,2025-03-19 11:55:41,19.0,42.0,5.8,
53,2025-03-19 12:25:41,18.5,42.0,5.4,
54,2025-03-19 12:55:41,16.5,48.5,5.6,
55,2025-03-19 13:25:41,18.5,43.0,5.7,
56,2025-03-19 13:55:41,20.5,41.0,6.8,
57,2025-03-19 14:25:41,21.0,40.5,7.1,
58,2025-03-19 14:55:41,20.0,43.5,7.2,
59,2025-03-19 15:25:41,17.5,49.5,6.8,
60,2025-03-19 15:55:41,18.5,50.0,7.9,
61,2025-03-19 16:25:41,16.5,47.5,5.3,
62,2025-03-19 16:55:41,15.5,46.0,3.9,
63,2025-03-19 17:25:41,13.5,42.0,0.9,
64,2025-03-19 17:55:41,12.5,44.5,0.8,
65,2025-03-19 18:25:41,12.0,44.0,0.1,
66,2025-03-19 18:55:41,11.0,45.0,-0.5,
67,2025-03-19 19:25:41,10.5,49.0,0.3,
68,2025-03-19 19:55:41,10.5,56.0,2.1,
69,2025-03-19 20:25:41,10.5,63.0,3.8,
70,2025-03-19 20:55:41,10.0,68.5,4.5,
71,2025-03-19 21:25:41,9.5,70.5,4.4,
72,2025-03-19 21:55:41,9.5,77.5,5.8,
73,2025-03-19 22:25:41,9.5,77.0,5.7,
74,2025-03-19 22:55:41,9.5,77.5,5.8,
75,2025-03-19 23:25:41,9.0,81.0,5.9,
76,2025-03-19 23:55:41,9.0,82.0,6.1,
77,2025-03-20 00:25:41,9.0,83.0,6.3,
78,2025-03-20 00:55:41,7.5,86.0,5.3,
79,2025-03-20 01:25:41,8.5,89.0,6.8,
80,2025-03-20 01:55:41,8.5,89.0,6.8,
81,2025-03-20 02:25:41,8.5,89.0,6.8,
82,2025-03-20 02:55:41,8.0,89.5,6.4,
83,2025-03-20 03:25:41,7.5,90.0,6.0,
84,2025-03-20 03:55:41,6.0,91.5,4.7,
